Date,Description,Category,Amount
2024-02-05,"Transaction 547",Groceries,-25.14
2022-02-06,"Transaction 548",Daycare,-26.20
2022-01-28,"Transaction 549","Cable TV",-41.83
2022-09-11,"Transaction 550",Groceries,-22.05
2023-08-23,"Transaction 551",Entertainment,-23.55
2022-12-09,"Transaction 552","Auto Loan",-18.31
2023-08-08,"Transaction 553",Income,718.49
2022-05-07,"Transaction 554",Daycare,-29.13
2022-07-30,"Transaction 555","Dental Care",-13.21
2023-06-02,"Transaction 556","Auto Loan",-35.33
2023-10-12,"Transaction 557",Entertainment,-47.73
2023-07-29,"Transaction 558",Income,289.90
2023-05-11,"Transaction 559",Income,575.13
2023-06-18,"Transaction 560","Coffee Shops",-15.42
2023-10-12,"Transaction 561","Auto Loan",-10.85
2022-01-13,"Transaction 562",Entertainment,-21.76
2023-02-24,"Transaction 563",Income,259.15
2022-05-18,"Transaction 564",Groceries,-10.51
2022-05-13,"Transaction 565",Daycare,-45.67
2023-12-07,"Transaction 566","Auto Loan",-30.10
2024-02-05,"Transaction 567","Cable TV",-36.45
2022-04-13,"Transaction 568","Cable TV",-20.42
2023-09-16,"Transaction 569",Entertainment,-48.77
2022-08-29,"Transaction 570","Auto Loan",-15.83
2023-07-29,"Transaction 571","Auto Loan",-42.85
2024-02-10,"Transaction 572",Entertainment,-38.44
2022-12-16,"Transaction 573",Entertainment,-25.14
2022-10-06,"Transaction 574",Daycare,-17.93
2023-09-13,"Transaction 575","Dental Care",-21.06
2022-06-06,"Transaction 576",Entertainment,-48.03
2022-05-16,"Transaction 577",Groceries,-43.66
2023-10-10,"Transaction 578",Income,799.49
2022-03-10,"Transaction 579","Auto Loan",-32.57
2023-08-02,"Transaction 580",Groceries,-42.90
2023-01-02,"Transaction 581",Groceries,-41.14
2022-01-27,"Transaction 582","Dental Care",-30.08
2022-08-01,"Transaction 583","Cable TV",-40.27
2023-12-28,"Transaction 584","Auto Loan",-31.44
2023-12-13,"Transaction 585","Cable TV",-23.39
2022-01-03,"Transaction 586",Groceries,-21.63
2023-09-02,"Transaction 587","Dental Care",-43.49
2022-11-14,"Transaction 588",Groceries,-28.66
2022-08-13,"Transaction 589",Entertainment,-44.60
2022-07-31,"Transaction 590","Coffee Shops",-17.64
2024-01-25,"Transaction 591",Groceries,-15.85
2023-11-19,"Transaction 592",Income,726.51
2022-07-30,"Transaction 593",Income,235.69
2023-10-09,"Transaction 594","Dental Care",-42.95
2022-06-25,"Transaction 595","Coffee Shops",-49.58
2022-10-20,"Transaction 596",Daycare,-13.75
2022-07-01,"Transaction 597","Dental Care",-47.36
2023-02-14,"Transaction 598","Coffee Shops",-21.44
2023-08-25,"Transaction 599",Daycare,-37.67
2023-07-27,"Transaction 600",Entertainment,-22.05
2022-09-16,"Transaction 601",Income,998.77
2022-03-13,"Transaction 602","Cable TV",-49.95
2023-06-26,"Transaction 603",Entertainment,-35.74
2023-08-12,"Transaction 604","Auto Loan",-49.22
2023-04-07,"Transaction 605",Income,335.80
2024-01-12,"Transaction 606",Daycare,-20.36
2022-12-27,"Transaction 607",Groceries,-48.56
2022-08-17,"Transaction 608",Income,424.84
2023-04-14,"Transaction 609","Auto Loan",-15.15
2022-10-20,"Transaction 610",Daycare,-43.83
2022-09-05,"Transaction 611","Auto Loan",-13.65
2022-04-14,"Transaction 612","Coffee Shops",-28.88
2022-02-07,"Transaction 613",Daycare,-11.37
2022-08-09,"Transaction 614",Groceries,-20.75
2022-09-16,"Transaction 615",Groceries,-30.16
2023-07-29,"Transaction 616",Groceries,-21.05
2023-04-08,"Transaction 617",Income,218.44
2024-02-26,"Transaction 618",Income,832.26
2023-02-06,"Transaction 619",Daycare,-29.52
2022-03-31,"Transaction 620",Entertainment,-24.04
2023-01-12,"Transaction 621","Coffee Shops",-20.78
2023-09-06,"Transaction 622","Auto Loan",-11.13
2023-08-19,"Transaction 623","Dental Care",-44.95
2023-04-06,"Transaction 624","Coffee Shops",-10.37
2022-12-04,"Transaction 625","Dental Care",-31.56
2023-06-12,"Transaction 626",Income,232.82
2022-09-17,"Transaction 627","Cable TV",-29.41
2022-01-15,"Transaction 628","Coffee Shops",-28.87
2022-03-29,"Transaction 629",Entertainment,-26.42
2022-11-13,"Transaction 630","Coffee Shops",-32.18
2023-07-01,"Transaction 631","Cable TV",-10.76
2022-08-14,"Transaction 632",Entertainment,-21.98
2022-02-09,"Transaction 633",Entertainment,-27.64
2022-03-31,"Transaction 634",Entertainment,-31.15
2022-06-08,"Transaction 635",Groceries,-38.47
2023-09-03,"Transaction 636",Income,213.30
2022-04-05,"Transaction 637",Groceries,-37.41
2023-10-25,"Transaction 638","Coffee Shops",-37.43
2023-03-26,"Transaction 639",Groceries,-31.63
2022-11-29,"Transaction 640","Auto Loan",-24.77
2022-10-04,"Transaction 641","Cable TV",-33.83
2022-08-05,"Transaction 642",Income,762.65
2023-12-26,"Transaction 643","Dental Care",-12.56
2022-03-18,"Transaction 644","Cable TV",-32.81
2023-07-17,"Transaction 645",Entertainment,-39.79
2022-06-11,"Transaction 646","Coffee Shops",-41.14
2022-12-09,"Transaction 647",Groceries,-27.46
2022-06-05,"Transaction 648","Cable TV",-40.44
2022-03-24,"Transaction 649","Auto Loan",-20.56
2022-06-05,"Transaction 650","Auto Loan",-18.29
2023-11-29,"Transaction 651","Dental Care",-30.86
2022-06-01,"Transaction 652","Dental Care",-12.88
2022-08-07,"Transaction 653",Daycare,-21.90
2023-08-30,"Transaction 654","Auto Loan",-25.34
2023-01-01,"Transaction 655","Cable TV",-42.72
2022-07-13,"Transaction 656","Cable TV",-33.54
2024-02-08,"Transaction 657","Coffee Shops",-28.81
2023-09-18,"Transaction 658","Coffee Shops",-31.58
2022-10-11,"Transaction 659","Dental Care",-36.36
2022-07-09,"Transaction 660","Dental Care",-23.59
2023-05-12,"Transaction 661",Groceries,-18.41
2024-02-15,"Transaction 662","Auto Loan",-41.94
2024-02-12,"Transaction 663","Auto Loan",-41.69
2024-01-07,"Transaction 664","Cable TV",-34.82
2022-02-01,"Transaction 665",Income,621.26
2023-08-26,"Transaction 666",Groceries,-14.38
2023-06-27,"Transaction 667",Entertainment,-12.91
2023-11-23,"Transaction 668","Cable TV",-36.91
2023-06-27,"Transaction 669","Cable TV",-47.72
2022-02-07,"Transaction 670","Cable TV",-12.38
2022-09-02,"Transaction 671","Cable TV",-13.09
2023-11-10,"Transaction 672",Income,280.94
2023-08-14,"Transaction 673",Entertainment,-38.43
2022-03-31,"Transaction 674",Daycare,-43.77
2023-03-07,"Transaction 675","Cable TV",-49.26
2023-07-03,"Transaction 676","Dental Care",-48.39
2023-09-30,"Transaction 677","Coffee Shops",-33.42
2024-02-26,"Transaction 678","Coffee Shops",-39.52
2022-11-19,"Transaction 679","Cable TV",-37.49
2022-09-07,"Transaction 680","Dental Care",-20.92
2022-10-23,"Transaction 681",Daycare,-43.59
2022-11-03,"Transaction 682",Groceries,-13.78
2022-02-25,"Transaction 683",Daycare,-35.84
2023-11-28,"Transaction 684","Dental Care",-14.43
2022-04-25,"Transaction 685","Auto Loan",-24.10
2022-06-01,"Transaction 686",Daycare,-21.51
2022-09-13,"Transaction 687",Groceries,-46.66
2024-02-18,"Transaction 688",Income,870.74
2022-09-14,"Transaction 689",Entertainment,-49.87
2022-01-04,"Transaction 690","Cable TV",-40.05
2023-01-12,"Transaction 691","Cable TV",-17.34
2023-01-05,"Transaction 692","Dental Care",-23.04
2022-07-11,"Transaction 693",Daycare,-47.50
2023-10-19,"Transaction 694",Daycare,-27.27
2023-08-02,"Transaction 695","Coffee Shops",-38.32
2022-01-30,"Transaction 696","Dental Care",-22.31
2022-04-05,"Transaction 697","Coffee Shops",-33.49
2022-03-19,"Transaction 698",Income,315.63
2022-08-29,"Transaction 699",Groceries,-31.13
2022-07-15,"Transaction 700",Entertainment,-42.58
2022-07-25,"Transaction 701",Daycare,-24.27
2023-11-22,"Transaction 702",Daycare,-10.84
2022-09-06,"Transaction 703",Entertainment,-47.76
2022-06-16,"Transaction 704","Coffee Shops",-12.53
2022-01-22,"Transaction 705","Cable TV",-44.97
2022-07-31,"Transaction 706",Income,583.50
2022-05-18,"Transaction 707",Groceries,-23.00
2022-12-03,"Transaction 708","Cable TV",-27.51
2024-02-03,"Transaction 709","Dental Care",-22.02
2023-03-10,"Transaction 710",Income,203.71
2022-03-22,"Transaction 711",Entertainment,-38.89
2022-11-20,"Transaction 712","Cable TV",-14.69
2023-05-10,"Transaction 713",Daycare,-28.27
2022-06-11,"Transaction 714","Coffee Shops",-33.11
2022-03-10,"Transaction 715",Groceries,-20.71
2022-04-24,"Transaction 716","Coffee Shops",-24.23
2024-02-11,"Transaction 717","Coffee Shops",-22.09
2022-05-17,"Transaction 718","Auto Loan",-45.83
2023-12-22,"Transaction 719","Cable TV",-47.77
2022-12-16,"Transaction 720",Daycare,-24.61
2022-06-10,"Transaction 721",Groceries,-11.82
2022-09-04,"Transaction 722",Income,370.80
2023-02-01,"Transaction 723",Entertainment,-15.27
2022-01-08,"Transaction 724","Coffee Shops",-48.07
2023-09-08,"Transaction 725",Entertainment,-20.44
2023-03-25,"Transaction 726","Coffee Shops",-44.58
2022-07-11,"Transaction 727",Entertainment,-47.77
2024-02-12,"Transaction 728","Auto Loan",-13.78
2023-06-07,"Transaction 729",Daycare,-11.17
2023-07-06,"Transaction 730",Daycare,-11.68
2024-02-18,"Transaction 731",Income,643.31
2022-02-12,"Transaction 732",Daycare,-13.60
2023-10-20,"Transaction 733","Auto Loan",-29.43
2023-08-02,"Transaction 734",Entertainment,-46.87
2022-04-09,"Transaction 735",Income,203.62
2022-06-20,"Transaction 736","Coffee Shops",-27.75
2023-08-03,"Transaction 737",Income,584.07
2022-10-26,"Transaction 738","Cable TV",-49.26
2023-12-01,"Transaction 739",Entertainment,-30.22
2022-02-09,"Transaction 740",Groceries,-22.89
2023-02-07,"Transaction 741","Dental Care",-11.77
2022-08-12,"Transaction 742","Coffee Shops",-11.75
2023-11-13,"Transaction 743","Cable TV",-13.08
2024-01-21,"Transaction 744","Dental Care",-36.39
2022-10-14,"Transaction 745",Income,399.98
2022-04-28,"Transaction 746","Cable TV",-31.13
2023-08-26,"Transaction 747","Dental Care",-40.34
2022-05-10,"Transaction 748","Cable TV",-42.60
2023-09-17,"Transaction 749",Income,632.87
2022-02-14,"Transaction 750",Daycare,-29.22
2024-01-31,"Transaction 751","Dental Care",-44.39
2022-02-06,"Transaction 752","Cable TV",-35.78
2023-04-28,"Transaction 753",Entertainment,-46.55
2022-03-12,"Transaction 754","Dental Care",-14.31
2023-01-23,"Transaction 755",Daycare,-20.40
2023-04-27,"Transaction 756",Income,530.14
2023-04-05,"Transaction 757","Dental Care",-25.75
2022-07-19,"Transaction 758",Income,225.58
2023-12-23,"Transaction 759","Coffee Shops",-25.15
2022-05-05,"Transaction 760",Daycare,-39.13
2023-11-09,"Transaction 761",Entertainment,-31.75
2022-03-22,"Transaction 762","Dental Care",-21.14
2022-03-28,"Transaction 763",Entertainment,-47.78
2024-02-05,"Transaction 764",Income,864.15
2023-09-23,"Transaction 765","Auto Loan",-15.85
2023-05-11,"Transaction 766","Cable TV",-20.55
2023-05-16,"Transaction 767","Dental Care",-19.74
2023-12-18,"Transaction 768",Entertainment,-42.52
2022-07-18,"Transaction 769","Coffee Shops",-20.11
2022-03-11,"Transaction 770","Coffee Shops",-22.91
2023-05-05,"Transaction 771",Entertainment,-49.36
2023-11-10,"Transaction 772","Auto Loan",-17.73
2023-09-30,"Transaction 773",Daycare,-27.87
2023-06-16,"Transaction 774","Coffee Shops",-40.09
2022-09-26,"Transaction 775",Groceries,-44.49
2022-07-10,"Transaction 776","Auto Loan",-37.90
2023-05-25,"Transaction 777","Coffee Shops",-42.65
2023-11-23,"Transaction 778",Income,812.44
2022-09-19,"Transaction 779",Groceries,-16.64
2023-07-25,"Transaction 780",Groceries,-29.68
2022-08-30,"Transaction 781","Coffee Shops",-42.80
2023-06-05,"Transaction 782",Groceries,-20.85
2022-07-19,"Transaction 783","Auto Loan",-48.48
2023-12-29,"Transaction 784",Daycare,-34.22
2023-04-18,"Transaction 785",Income,387.63
2023-04-01,"Transaction 786",Daycare,-19.18
2023-07-13,"Transaction 787",Entertainment,-22.18
2023-03-09,"Transaction 788",Entertainment,-48.95
2023-08-01,"Transaction 789","Dental Care",-39.84
2022-03-26,"Transaction 790",Income,426.71
2023-03-18,"Transaction 791","Auto Loan",-21.90
2023-07-02,"Transaction 792","Dental Care",-36.28
2024-01-01,"Transaction 793","Cable TV",-31.18
2023-08-01,"Transaction 794",Entertainment,-26.60
2022-09-12,"Transaction 795",Income,586.42
2022-02-02,"Transaction 796","Coffee Shops",-47.63
2022-10-15,"Transaction 797",Entertainment,-38.19
2023-06-07,"Transaction 798","Coffee Shops",-46.09
2022-10-22,"Transaction 799",Daycare,-22.83
2022-05-30,"Transaction 800",Entertainment,-24.49
2023-10-10,"Transaction 801",Entertainment,-36.82
2022-10-02,"Transaction 802","Cable TV",-18.44
2022-09-10,"Transaction 803","Cable TV",-27.51
2023-09-29,"Transaction 804","Cable TV",-27.37
2022-01-20,"Transaction 805","Cable TV",-20.07
2023-03-12,"Transaction 806","Coffee Shops",-49.14
2024-02-16,"Transaction 807",Entertainment,-36.53
2022-04-03,"Transaction 808","Coffee Shops",-44.44
2023-03-06,"Transaction 809",Daycare,-43.16
2022-06-23,"Transaction 810",Groceries,-45.97
2023-11-09,"Transaction 811",Groceries,-13.75
2023-12-04,"Transaction 812","Cable TV",-27.64
2023-08-19,"Transaction 813",Entertainment,-25.61
2023-07-10,"Transaction 814","Coffee Shops",-22.03
2023-03-27,"Transaction 815",Income,270.54
2023-07-03,"Transaction 816",Income,444.96
2023-11-17,"Transaction 817",Groceries,-16.47
2022-01-14,"Transaction 818","Auto Loan",-12.80
2024-01-23,"Transaction 819",Groceries,-15.68
2023-11-30,"Transaction 820",Daycare,-25.27
2022-08-25,"Transaction 821","Cable TV",-15.93
2022-05-07,"Transaction 822",Entertainment,-48.17
2022-12-15,"Transaction 823","Cable TV",-47.36
2023-11-06,"Transaction 824","Coffee Shops",-10.69
2023-09-19,"Transaction 825",Entertainment,-23.89
2022-06-25,"Transaction 826",Groceries,-22.23
2023-06-10,"Transaction 827",Groceries,-12.14
2022-12-11,"Transaction 828",Daycare,-20.53
2023-05-17,"Transaction 829","Coffee Shops",-32.61
2023-07-17,"Transaction 830","Coffee Shops",-18.20
2023-12-16,"Transaction 831",Daycare,-22.01
2022-10-14,"Transaction 832",Entertainment,-13.27
2022-06-02,"Transaction 833",Entertainment,-23.55
2022-06-29,"Transaction 834","Dental Care",-16.98
2023-08-28,"Transaction 835","Cable TV",-24.53
2023-06-02,"Transaction 836","Dental Care",-17.18
2022-06-27,"Transaction 837",Groceries,-29.97
2022-03-14,"Transaction 838",Entertainment,-33.46
2024-02-10,"Transaction 839","Cable TV",-29.36
2023-05-18,"Transaction 840",Groceries,-15.80
2022-09-28,"Transaction 841","Cable TV",-18.79
2023-05-02,"Transaction 842",Income,987.97
2022-06-13,"Transaction 843","Auto Loan",-26.88
2023-07-26,"Transaction 844","Auto Loan",-14.22
2022-09-06,"Transaction 845","Cable TV",-11.65
2022-05-12,"Transaction 846","Dental Care",-28.67
2022-09-09,"Transaction 847","Dental Care",-27.47
2024-01-23,"Transaction 848",Daycare,-16.58
2023-10-15,"Transaction 849","Auto Loan",-16.46
2022-03-10,"Transaction 850",Daycare,-30.04
2023-12-24,"Transaction 851","Coffee Shops",-45.31
2023-12-06,"Transaction 852","Cable TV",-28.21
2023-03-25,"Transaction 853",Entertainment,-24.79
2023-12-06,"Transaction 854","Auto Loan",-15.51
2022-09-15,"Transaction 855",Entertainment,-37.27
2023-12-19,"Transaction 856","Cable TV",-49.07
2023-04-19,"Transaction 857",Entertainment,-44.61
2022-04-13,"Transaction 858",Entertainment,-46.29
2022-02-02,"Transaction 859","Cable TV",-27.88
2022-04-14,"Transaction 860",Daycare,-33.57
2023-01-14,"Transaction 861",Groceries,-10.19
2022-11-11,"Transaction 862",Groceries,-24.60
2023-06-01,"Transaction 863",Groceries,-47.77
2022-09-10,"Transaction 864","Coffee Shops",-38.73
2023-11-03,"Transaction 865","Dental Care",-22.97
2023-05-04,"Transaction 866",Income,938.30
2022-07-05,"Transaction 867",Daycare,-48.28
2023-07-24,"Transaction 868",Daycare,-31.19
2022-05-23,"Transaction 869",Entertainment,-47.91
2023-11-12,"Transaction 870","Dental Care",-41.25
2022-01-01,"Transaction 871","Auto Loan",-14.28
2022-08-17,"Transaction 872",Daycare,-20.10
2023-09-13,"Transaction 873",Income,459.00
2023-07-30,"Transaction 874",Entertainment,-23.32
2022-02-06,"Transaction 875",Daycare,-25.17
2023-07-28,"Transaction 876",Entertainment,-22.99
2022-07-16,"Transaction 877","Dental Care",-43.46
2023-06-15,"Transaction 878",Income,517.89
2023-04-15,"Transaction 879","Cable TV",-26.60
2022-09-13,"Transaction 880",Entertainment,-20.21
2023-01-10,"Transaction 881",Income,526.98
2022-01-31,"Transaction 882","Auto Loan",-19.89
2022-08-22,"Transaction 883",Groceries,-49.33
2023-04-27,"Transaction 884","Cable TV",-47.14
2023-04-09,"Transaction 885","Dental Care",-12.27
2023-11-06,"Transaction 886","Coffee Shops",-22.25
2022-02-17,"Transaction 887",Groceries,-37.56
2023-12-28,"Transaction 888","Dental Care",-11.73
2023-03-03,"Transaction 889",Daycare,-34.06
2023-07-02,"Transaction 890","Coffee Shops",-20.70
2022-07-22,"Transaction 891","Coffee Shops",-14.66
2023-05-29,"Transaction 892","Auto Loan",-40.58
2023-08-08,"Transaction 893","Cable TV",-42.36
2023-05-06,"Transaction 894","Cable TV",-11.73
2023-03-01,"Transaction 895",Income,626.31
2022-11-21,"Transaction 896","Coffee Shops",-48.31
2023-07-11,"Transaction 897",Entertainment,-28.55
2023-08-22,"Transaction 898","Cable TV",-45.89
2022-09-29,"Transaction 899",Groceries,-33.71
2023-04-16,"Transaction 900","Coffee Shops",-15.61
2022-01-10,"Transaction 901","Auto Loan",-13.72
2024-01-12,"Transaction 902",Groceries,-48.31
2022-01-26,"Transaction 903","Cable TV",-23.25
2022-10-14,"Transaction 904",Entertainment,-25.77
2022-10-26,"Transaction 905",Income,221.52
2023-11-19,"Transaction 906","Cable TV",-27.15
2022-02-15,"Transaction 907","Cable TV",-32.66
2022-06-21,"Transaction 908",Daycare,-15.59
2023-04-06,"Transaction 909","Cable TV",-28.22
2022-02-12,"Transaction 910","Dental Care",-46.57
2022-11-15,"Transaction 911",Income,386.89
2022-07-14,"Transaction 912",Income,775.29
2023-05-17,"Transaction 913","Coffee Shops",-40.78
2023-06-20,"Transaction 914","Coffee Shops",-18.19
2023-09-17,"Transaction 915","Dental Care",-16.21
2022-03-10,"Transaction 916","Auto Loan",-22.54
2023-01-31,"Transaction 917","Auto Loan",-21.44
2024-01-31,"Transaction 918","Coffee Shops",-19.70
2022-04-28,"Transaction 919",Groceries,-30.06
2023-09-25,"Transaction 920",Groceries,-35.55
2023-12-28,"Transaction 921",Entertainment,-31.95
2023-04-18,"Transaction 922","Auto Loan",-22.74
2022-02-15,"Transaction 923",Income,633.98
2024-01-15,"Transaction 924",Groceries,-28.37
2023-03-17,"Transaction 925",Groceries,-12.50
2022-12-29,"Transaction 926",Daycare,-34.36
2024-02-13,"Transaction 927",Daycare,-38.20
2023-10-02,"Transaction 928",Daycare,-22.62
2022-09-18,"Transaction 929",Income,812.53
2023-07-11,"Transaction 930",Income,397.64
2023-11-27,"Transaction 931",Daycare,-17.58
2022-01-22,"Transaction 932",Daycare,-31.98
2023-07-30,"Transaction 933",Income,786.75
2023-12-12,"Transaction 934","Coffee Shops",-30.73
2023-03-03,"Transaction 935",Groceries,-42.99
2023-10-23,"Transaction 936",Groceries,-48.79
2022-10-02,"Transaction 937",Entertainment,-36.35
2023-03-07,"Transaction 938",Income,319.56
2023-09-04,"Transaction 939","Cable TV",-45.34
2022-11-30,"Transaction 940","Auto Loan",-33.43
2023-11-09,"Transaction 941","Dental Care",-17.46
2023-07-08,"Transaction 942","Dental Care",-46.60
2022-01-07,"Transaction 943",Entertainment,-49.33
2023-07-23,"Transaction 944",Income,605.11
2023-04-15,"Transaction 945",Entertainment,-39.70
2022-01-15,"Transaction 946","Dental Care",-22.20
2023-03-20,"Transaction 947",Daycare,-27.79
2023-03-20,"Transaction 948",Daycare,-21.69
2022-01-18,"Transaction 949","Coffee Shops",-37.53
2023-01-01,"Transaction 950","Dental Care",-25.01
2023-12-17,"Transaction 951",Groceries,-23.82
2023-09-02,"Transaction 952","Dental Care",-15.57
2023-06-21,"Transaction 953","Cable TV",-48.86
